118549,中兴 Q505T 移动4G 黑色,中兴（ZTE ）,31,4006,297,-,-,
118560,中兴(ZTE)Q802T 移动4G手机 LTE/TD-SCDMA/GSM(白色 官方标配),中兴（ZTE ）,27,1913,549,5.0英寸及以上,Android（安卓）,
118561,中兴(ZTE)Q301C 电信3G手机 CDMA2000/CDMA(白色 官方标配),中兴（ZTE ）,20,1585,239,-,-,
118562,ZTE 中兴 Q503U WCDMA/GSM 双卡双待 3G手机(白色)5.5英寸大屏,四核处理器,500万摄像头,中兴（ZTE ）,3,69,280,-,-,
118566,中兴 U9815 Grand Memo U5 4G手机(蓝色),茉（MO）,0,5,898,-,谷歌Android,
118567,ZTE 中兴 天机 S291 Grand SII 移动4G手机 移动4G(灰色),中兴（ZTE ）,432,10998,1488,-,-,
118569,中兴/ZTE G718C(青漾2S) 电信4G 安卓智能手机,中兴（ZTE ）,20,1618,888,5.0英寸及以上,Android（安卓）,
118580,ZTE/中兴 U960E,中兴（ZTE ）,3,450,549,4.1-4.9英寸,Android（安卓）,
118584,中兴(ZTE) 星星1号S2002 TD-LTE/TD-SCDMA 4G手机,星星（XingXing）,26,6230,648,-,-,
118629,中兴(ZTE) Q501T 移动3G手机 TD-SCDMA/GSM((藏青色),中兴（ZTE ）,0,4,388,5英寸,谷歌Android,
118766,摩托罗拉手机XT532(光耀灰),摩托罗拉（Motorola）,0,2,736,3.5英寸以下,Android（安卓）,
118843,飞利浦手机W725(黑色),飞利浦（PHILIPS）,0,0,798,3.5英寸以下,其它智能系统,
118945,中兴（ZTE）N780 3G手机（黑色）CDMA2000/GSM 双模双待 电信定制,中兴（ZTE ）,0,6,368,-,谷歌Android,
121048,金立手机S5.5L GN9000L [白色],金立（ Gionee）,0,6,1088,4.1-4.9英寸,Android（安卓）,
121050,金立(GiONEE) GN151千元4G手机 四核4.7寸全触屏,金立（ Gionee）,1,13,499,-,-,
121051,金立手机GN9000 S5.5,金立（ Gionee）,0,2,1119,-,-,
121052,Gionee/金立 A360 翻盖手机 双卡双待超长待机透明翻盖超长待机，3.5英寸电容屏,金立（ Gionee）,2,56,499,-,-,
121070,SAMSUNG/三星 G3589W 电信4G手机 双卡 4.7英寸 500W像素,三星（SAMSUNG）,7,1223,949,4.1-4.9英寸,Android（安卓）,
121079,酷派 大神1S 9976T,酷派（Coolpad）,19,1831,1068,7英寸,谷歌Android,
121083,酷派COOLPAD 7275 联通3G 双卡双待 5.5英寸屏 四核安卓智能手机 直板,欧欧（OO）,1,273,388,5.0英寸,谷歌Android,
121140,酷派(Coolpad)5310 4.5寸屏 天翼电信3G 双模双待双 核安卓智能,欧欧（OO）,0,121,328,4.5英寸,谷歌Android,
121271,OPPO N1mini N5117,OPPO,46,1758,1999,-,-,
121340,中兴 小星星 STAR(S2003)4G手机(黑色),星星（XingXing）,4,2280,649,-,-,
121370,中兴Q507T  超值体验4G 新安卓4.4系统 低功耗蓝牙4.0 四核1.3GH处理器 4.5英寸屏 4G内存 智能手机 移动版,中兴（ZTE ）,16,1242,263,-,谷歌Android,
121383,海信  HS-I630T 4G手机 FDD-LTE/CDMA2000/GSM 双卡双待双通,海信（Hisense）,1,72,569,5.0英寸及以上,Android（安卓）,
121385,海信 NANA E260T+ 电信3G手机 CDMA2000/GSM 双网双待,海信（Hisense）,0,0,399,-,-,
121388,海信(Hisense)HS-X1 6.8英寸移动4G安卓智能16GB平板手机(黑),海信（Hisense）,0,79,1799,-,-,
121419,Hisense/海信 安卓智能手机 E200T (蓝色)(电信3G),海信（Hisense）,0,1,312,-,谷歌Android,
121421,海信手机T939俊雅黑,海信（Hisense）,0,0,346,-,-,
121423,TCL 么么哒 P728M 八核5.5寸屏移动4G手机 TD-LTE(4G)/TD-SCDMA/GSM,王牌（TCL）,144,11382,913,5.5英寸,-,
121425,TCL P306C 电信3G 双模双待 双核5.0大屏双卡全网通智能手机,王牌（TCL）,1,1647,298,-,-,
121426,TCL手机 J730U (陶瓷白),王牌（TCL）,0,33,881,5英寸,-,
121429,TCL i330 GSM老人手机(琉璃金),王牌（TCL）,0,942,299,3.5英寸以下,非智能操作系统,
121430,TCL J738M 白色 四核5.0英寸移动4G智能手机,王牌（TCL）,0,105,872,5英寸,-,
121431,TCL J636D电信3G智能机 4.5英寸双核300万摄像头双卡双待安卓手机(白),王牌（TCL）,0,927,488,-,谷歌Android,
121461,TCL手机 J326T(雪山白),王牌（TCL）,10,847,262,4英寸,-,
121464,TCL手机J706T(月光白),王牌（TCL）,3,811,528,5英寸,-,
121594,联想 A688T 移动4G,联想（Lenovo）,391,12421,498,5.0英寸,安卓（Android）,
121599,联想(Lenovo) A228t 3G TD-SCDMA/GSM 单卡智能手机,诺和（Novo）,0,2,299,3.6-4.0英寸,Android（安卓）,
121625,联想 A358T 3G手机  TD-SCDMA/GSM,联想（Lenovo）,4,82,433,5英寸,-,
121680,联想手机S860e电信4G手机 8G内存 1G运存(四核1.2GHzCPU 800W像素 双卡双待),联想（Lenovo）,84,4949,549,-,安卓（Android）,
121682,联想(Lenovo) S850 WCDMA/GSM 双卡双待 女性自拍手机,诺和（Novo）,6,931,830,-,谷歌Android,
121693,联想手机A380T  4.5英寸 500万像素 四核 移动4G手机联想A380T,联想（Lenovo）,0,2,429,-,-,
121699,天语(K-Touch)T99 5.0寸 四核安卓4.2 移动3G NFC功能,天语（K-Touch ）,8,161,399,5.0英寸,-,
121700,K-Touch/天语 W68a 双卡双待4.0屏 双核 1GHz 智能手机,天语（K-Touch ）,0,1,279,3.6-4.0英寸,Android（安卓）,
121701,K-Touch/天语 T90 移动3G四核智能手机 双卡双待 5.0大屏,天语（K-Touch ）,0,0,496,5.0英寸及以上,Android（安卓）,
121709,K-Touch/天语 S966 双卡 滑盖手机 手写+ 按键 现货 老款经典滑盖手机(黑色),天语（K-Touch ）,0,9,199,-,-,
121775,HTC A8180 Desire渴望 3G手机 WCDMA/GSM G7,渴望（crave）,0,0,2999,-,-,
121786,Coolpad酷派 S58 电信CDMA单卡 直板按键 内存扩展 拍照行货手机(白色),欧欧（OO）,0,0,258,-,-,
121791,Coolpad酷派 8735 四核安卓智能 移动4G单卡 5英寸大屏 行货联保(白色),欧欧（OO）,0,0,979,-,-,
121853,联想(Lenovo) S856 联通4G手机 双卡双待 5.5英寸四核 800万像素,诺和（Novo）,1,51,955,-,-,
121854,LG G3(D858) 4G手机移动版 TD-LTE/TD-SCDMA/GSM 双卡双待双通  ,LG,350,11018,2299,5.0英寸及以上,Android（安卓）,
121855,LG D857 G3国际版32G 5.5英寸2K屏lgg3双卡移动/联通双4G手机,LG,512,13530,1799,-,安卓（Android）,
121856,天语(K-touch)nibiru 尼比鲁 火星一号H1 1300万像 八核 安卓智能手机 移动3G(TD-SCDMA),天语（K-Touch ）,1,32,639,-,-,
121857,华为(Huawei)Y330C 电信3G 双卡双模 智能手机 双核 4.0英 官方标配),华为（HUAWEI）,0,125,499,-,其他,
121858,K-Touch/天语 E79 CDMA电信天翼3G版双模双待5寸大屏安卓智能手机,天语（K-Touch ）,0,0,398,5.0英寸及以上,Android（安卓）,
121861,联想 A320T 移动4G 精致皮纹工艺 4核4英寸,联想（Lenovo）,4,313,329,-,谷歌Android,
121878,一加 A0001 OnePlus One 64GB存储 移动4G手机 1300万像素,好孩子（gb）,275,27445,1499,-,安卓（Android）,
121879,一加 A0001 BabySkin OnePlus One 16GB存储 移动4G手机 四核 ,好孩子（gb）,423,25851,2099,5.0英寸及以上,Android（安卓）,
121952,金立手机V188[白色],金立（ Gionee）,0,46,899,-,-,
122084,华为(Huawei) W1-U00 wp8大屏双核3G智能手机 ,华为（HUAWEI）,0,194,888,-,微软WindowsPhone,
122132,Coolpad/酷派 8021 移动4G智能手机 4.0英寸屏  安卓4.3 四核4G内存 双摄像头 500万像素,欧欧（OO）,3,25,385,3.6-4.0英寸,Android（安卓）,
122180,中兴手机u218(前黑后红),中兴（ZTE ）,2,5,149,-,-,
122181,NOKIA/诺基亚 Lumia930 5.0英寸四核2000万像素32G 联通3G,小米（MI）,44,5441,2499,-,微软WindowsPhone,
122182,诺基亚(Nokia)Lumia 530 DS 智能手机 双卡双待 四核骁龙处理器 WCDMA/GSM,小米（MI）,1,256,569,3.6-4.0英寸,Windows Phone,
126144,SAMSUNG三星 G8508S 移动4G联通4G 双4G 四核4.7英寸智能手机三星4G手机,三星（SAMSUNG）,6,223,2799,4.1-4.9英寸,Android（安卓）,
126151,华为 C8817E 电信4G,华为（HUAWEI）,6,2338,972,-,-,
127790,HTC ONE M8 Eye M8Et 移动4G,None,105,4522,2398,-,-,
128049,中兴 V880+ 3G手机(WCDMA/GSM 智能操作平台 联通定制 灰色),中兴（ZTE ）,35,4001,272,3.6-4.0英寸,Android（安卓）,
128142,酷派E210 CDMA手机 （GPS导航、320万+30万双摄像头、手机炒股、玫瑰金）,酷派（Coolpad）,0,0,399,3.5英寸以下,其它智能系统,
128160,NOKIA 诺基亚 700 手机(纤薄小巧智能 1G赫兹处理器 塞班贝拉系统 ),诺基亚（Nokia）,0,0,979,3.5英寸以下,其它智能系统,
128161,ZTE 中兴 U200+ 时尚3G手机(黑+红),中兴（ZTE ）,0,0,198,-,-,
128239,天语U2智能手机(安卓2.2操作系统 3G 黑色),天语（K-Touch ）,0,0,848,3.6-4.0英寸,Android（安卓）,
128253,联想 乐phone S2 3G手机（黑）WCDMA/GSM,None,0,0,299,3.6-4.0英寸,Android（安卓）,
128279,天语 W700 阿里云系统 联通3G手机500万像素 3.8英寸,天语（K-Touch ）,0,103,489,3.6-4.0英寸,其它智能系统,
128487,天语胜音 I610 双卡双待手机,天语（K-Touch ）,0,1,140,-,其他,
128509,天语胜音 i510 双卡双待手机(墨墨黑),天语（K-Touch ）,0,1,346,3.5英寸以下,其它智能系统,
128542,酷派E230 EVDO智能3G手机(暖香槟),酷派（Coolpad）,1,5,329,-,其他,
128543,Newsmy 纽曼 L60 老人手机(GSM 直板 双卡双待单通 厚朴黑),纽曼（Newsmy）,0,3,99,3.5英寸以下,非智能操作系统,
128554,金立 ELIFE S5.1 GN9005 4G手机(白色)TD-LTE/TD-SCDMA/GSM,金立（ Gionee）,57,1137,1299,5.0英寸及以上,Android（安卓）,
128622,华为 G521 移动4G ,华为（HUAWEI）,267,5396,568,4.5英寸,-,
128652,华为 Y518 移动3G,华为（HUAWEI）,4,24,479,4.1-4.9英寸,Android（安卓）,
128654,华为G616 G616-L076 移动4G 500万像素 单卡双待,华为（HUAWEI）,71,1706,418,-,-,
128655,华为(HUAWEI) Y618 移动3G/3G手机/Y600D 电信3G手机双模双待( 移动3G),华为（HUAWEI）,0,0,559,5.0英寸及以上,Android（安卓）,
128661,华为U7300(huawei U7300）3G（GSM/WCDMA）滑盖手机,华为（HUAWEI）,0,417,120,-,其他,
128663,索尼Xperia T3 M50W  联通4G手机 1GRAM+8GROM 四核 5.3英寸,索尼（SONY）,0,0,1099,-,-,
128664,索尼(Sony) Z2 L50u 联通4G手机 2070万像素 3GRAM 四核 5.2英寸,索尼（SONY）,4,116,2148,-,-,
128668,索尼(SONY)L55t Xperia Z3 移动4G 16G存储容量 5.2英寸,索尼（SONY）,12,876,3958,-,-,
128682,索尼(SONY)L55u Xperia Z3 联通4G 16G存储容量 5.2英寸,索尼（SONY）,61,1121,3949,-,-,
128690,索尼 Xperia C S39h 联通3G 四核 800万像素 5.0英寸,索尼（SONY）,0,0,820,-,-,
128691,索尼 Xperia C3 S55t 移动4G 双卡双待 四核 5.5英寸,索尼（SONY）,214,4812,1149,-,-,
128692,索尼 Xperia Z1 炫彩版 M51w mini版 智能3G手机,MINI,0,0,2388,-,-,
128694,索尼 Xperia C3 S55u 联通4G 双卡双待 四核 5.5英寸,索尼（SONY）,0,0,1088,-,-,
128696,索尼 Xperia Z1 L39u 联通4G手机 2GRAM+32GROM 四核 5.0英寸,索尼（SONY）,2,7,2388,-,-,
128697,索尼 Xperia Z1 L39t 移动4G手机 2GRAM+32GROM 四核 5.0英寸,索尼（SONY）,1,930,2988,-,-,
128699,索尼(SONY)LT29i 联通3G手机 WCDMA/GSM(单卡双模、千万级像素) ,索尼（SONY）,0,0,3498,4.1-4.9英寸,Android（安卓）,
128709,索尼爱立信(Sony Ericsson)W715联通3G 手机 GSM/WCDMA,索尼（SONY）,1,38,389,-,-,
128718,PHILIPS 飞利浦 V387 联通3G手机 WCDMA/GSM 双卡双待 四核1.3GHz5.0英寸高清触摸屏,飞利浦（PHILIPS）,1,575,948,5.0英寸及以上,Android（安卓）,
128719,飞利浦(Philips) S399 4GB+1GB  4G手机 TD-LTE/TD-SCDMA/GSM,飞利浦（PHILIPS）,3,16,599,-,-,
128720,飞利浦 W3509 联通3G手机 双卡双待 四核1.2GHz处理器 5英寸高清屏 200+500万像素,飞利浦（PHILIPS）,0,0,539,-,-,
128721,PHILIPS 飞利浦 I908 WCDMA/GSM 3G 8核智能手机,飞利浦（PHILIPS）,0,180,1169,-,谷歌Android,
128726,天语(K-touch)E99 3G手机四核500万像素双卡双模  CDMA/GSM,天语（K-Touch ）,0,1,399,-,谷歌Android,
128727,天语(K-touch)L820 TD-LTE 移动4G智能手机,天语（K-Touch ）,69,1418,399,3.6-4.0英寸,Android（安卓）,
128731,K-Touch/天语 touch2移动4G手机 WCDMA/GSM 四核双卡双待 4.5英寸高清 Android OS 4.1,天语（K-Touch ）,42,1652,593,4.5英寸,-,
128732,天语(K-Touch) touch2c  4G  TD-LTE/TDS/GSM,天语（K-Touch ）,57,1159,375,4.5英寸,谷歌Android,
128733,K-Touch/天语 Touch5 移动4G手机 安卓四核 5.0屏 TOUCH5,天语（K-Touch ）,0,0,498,5英寸,谷歌Android,
128734,天语(K-Touch) TOUCH 3  8G   TD-LTE(4G)/TD-SCDMA/GSM,天语（K-Touch ）,81,5627,385,5.0英寸,谷歌Android,
128735,天语(K-Touch)Touch1 移动4G双核手机 5.5寸高清大屏 安卓智能手机,天语（K-Touch ）,0,517,648,-,谷歌Android,
128737,联想 A850+ 联通3G 5.5英寸 八核 双卡双待 Android,联想（Lenovo）,33,1135,518,-,-,
128738,联想平板手机a3300,联想（Lenovo）,0,5,688,5.0英寸及以上,Android（安卓）,
128739,联想手机s930 四核5.5寸 移动4G手机TD-SCDMA/GSM 双卡双待,联想（Lenovo）,5,99,998,6.0,谷歌Android,
128741,联想(Lenovo) A395E  3G手机 双卡双模双核4.5英寸    CDMA/GSM ,诺和（Novo）,1,4,379,4.1-4.9英寸,Android（安卓）,
128742,联想 A355E 电信3G,联想（Lenovo）,84,4617,258,4.0英寸,-,
128743,联想(Lenovo) A328T TD-SCDMA/GSM移动3G手机,诺和（Novo）,0,2,366,4.1-4.9英寸,Android（安卓）,
128745,联想(Lenovo)A606 4G手机双核5.0英寸500万 联通4GTD-LTE/WCDMA/GSM,诺和（Novo）,7,375,639,5.0英寸及以上,Android（安卓）,
128746,联想(Lenovo) A368T  4G手机五英寸四核500万像素支持移动4G高速网络 TD-SCDMA/GSM,诺和（Novo）,32,1588,288,-,-,
128747,联想VIBE X2-TO ,联想（Lenovo）,70,1188,899,-,安卓（Android）,
128748,联想 A338T 移动3G,联想（Lenovo）,217,9176,245,-,-,
128749,酷派 Y70-C 电信4G,酷派（Coolpad）,81,2896,618,5.0英寸,-,
128750,联想(Lenovo) A398T+ 3G手机 TD-SCDMA\/GSM,诺和（Novo）,0,0,388,4.1-4.9英寸,Android（安卓）,
128751,联想 S858t 移动3G,联想（Lenovo）,236,6153,609,5英寸,-,
128752,联想 A916青春版 ,联想（Lenovo）,110,2108,499,-,-,
128753,Lenovo/联想 A768T 双4G 四核安卓4.4智能手机 5.5英寸大屏手机 ,诺和（Novo）,2,45,619,5.5英寸,-,
128754,酷派 Y60-C1 电信3G手机(极地白) CDMA2000/GSM 双卡双待,酷派（Coolpad）,11,1483,548,5.0英寸及以上,Android（安卓）,
128755,联想(Lenovo)S650 联通3G手机 智能手机 WCDMA/GSM(联想S650 银色 官方配置),诺和（Novo）,0,0,888,4.1-4.9英寸,Android（安卓）,
128756,酷派 5315 电信3G手机(雅士黑) CDMA2000/GSM 双卡双待,酷派（Coolpad）,1,619,490,5.0英寸及以上,Android（安卓）,
128757,Coolpad/酷派 8732 5.5寸 移动4g手机,欧欧（OO）,6,1879,736,5.0英寸及以上,Android（安卓）,
128758,酷派Y1 电信4G手机 5.5英寸 1300万像素,酷派（Coolpad）,5,109,528,5.5-5.1英寸,安卓（Android）,
128761,酷派 双棒T1 电信4G手机 8G存储容量 800万像素 智能手机,酷派（Coolpad）,14,4054,1062,5.5英寸,-,
128816,三星SAMSUNG E1272 双卡双待 翻盖 带FM收音机 手机,三星（SAMSUNG）,0,0,399,-,-,
128819,Samsung/三星 SM-G3588V 移动4G 大屏四核智能,三星（SAMSUNG）,8,443,1088,4.1-4.9英寸,Android（安卓）,
128821,酷派 7920 4G手机(智尚白) TD-LTE/ WCDMA/GSM,乐彤（LT）,0,10,619,5.0英寸及以上,Android（安卓）,
128825,Samsung 三星 SM-T2519 3G智能手机 CDMA2000/GSM 正红 双卡双待,三星（SAMSUNG）,0,0,1518,5.0英寸及以上,Android（安卓）,
128831,Hisense/海信 安卓智能手机 i630m 玛卡珑 (白色) TD-LTE移动4G,海信（Hisense）,0,1,549,5.0英寸及以上,Android（安卓）,
128834,三星(Samsung)i899 电信3G 直板触屏 安卓智能机,三星（SAMSUNG）,0,929,449,-,-,
128835,Hisense/海信 TD-LTE移动4G版 E600M (黑色),海信（Hisense）,0,6,348,-,-,
128836,海信(Hisense)HS-E620M 4G手机(玉光白) TD-LTE/TD-SCDMA/GSM,海信（Hisense）,0,0,379,-,谷歌Android,
128837,Hisense/海信 安卓智能手机 E601M (黑色)(移动4G),海信（Hisense）,2,3,249,-,-,
128878,vivo Xshot X710L,vivo,1,234,2800,5.2英寸,-,
128879,索尼爱立信J108i 3G手机（黑灰，联通定制）,索尼（SONY）,0,14,388,-,其他,
128884,中兴(ZTE)Q802D 4G手机(深海蓝)FDD-LTE/TD-LTE/CDMA2000/GSM 双卡双待,中兴（ZTE ）,7,4574,679,5.0英寸及以上,Android（安卓）,
128885,中兴 小鲜 A880 4G手机(智尚白)FDD-LTE/TD-LTE/CDMA2000/GSM 双卡双待,中兴（ZTE ）,19,3268,495,-,-,
128886,中兴(ZTE)Q802C(蓝),中兴（ZTE ）,1,33,549,-,-,
128887,ZTE/中兴 GA360腕表式老人手机 CDMA2000电信手机一键呼叫GPS定位防走失 白色,中兴（ZTE ）,4,185,399,-,-,
128892,诺基亚(NOKIA)Lumia830 3G联通手机 WCDMA/GSM 四核 5英寸屏 WP8.1系统,小米（MI）,47,3585,1375,-,-,
128894,黑莓 BlackBerry Q10 全新未激活 黑莓 Q10 商务智能手机(黑色),黑莓（BlackBerry）,0,0,1599,-,-,
128895,黑莓 BlackBerry/黑莓 Z10 3G智能手机 全新未激活,黑莓（BlackBerry）,0,0,1319,-,-,
128896,诺基亚130 双卡双待 老人机,诺基亚（Nokia）,1196,58634,155,1.8英寸,-,
128899,HTC Desire 619D 电信版(双核1.4GHz、500W像素、8GB内存),好孩子（gb）,3,171,838,-,谷歌Android,
128903,金立手机V188S(黑色),金立（ Gionee）,3,459,1199,5.0英寸及以上,Android（安卓）,
129026,Coolpad酷派W702 3G手机（璀璨黑 WCDMA\GSM 双网双待 联通定制机）,欧欧（OO）,1,5,199,3.5英寸以下,其它智能系统,
129037,飞利浦X510(PHILIPS X510)双卡双待滑盖触屏手机,飞利浦（PHILIPS）,0,0,398,-,-,
129057,Lenovo 联想 E156 GSM手机(移动定制),诺和（Novo）,0,120,124,-,-,
129080,酷派（Coolpad）5820 3G手机（紫色）CDMA2000/CDMA 电信定制,欧欧（OO）,1,5,292,-,-,
129083,酷派（Coolpad）5860 3G手机（深铁灰）CDMA2000/CDMA 电信定制,欧欧（OO）,0,24,268,4英寸,谷歌Android,
129257,天语(K-Touch)nibiru木星一号(M1) 真八核双卡通话平板 WCDMA+GSM(蓝色 官方标配),天语（K-Touch ）,28,575,958,7.0英寸,谷歌Android,
129323,酷派（Coolpad）F69  3G手机（铁灰色） TD-SCDMA/GSM,欧欧（OO）,0,0,168,-,-,
129426,HUAWEI 华为 C2856 CDMA手机  - 1.5英寸/直板式/电信定制机,华为（HUAWEI）,24,708,398,3.0英寸及以下,其他,
129507,联想 A390e 3G手机（黑色）CDMA2000/CDMA 电信定制,联想（Lenovo）,0,5,328,3.5英寸以下,Android（安卓）,
129555,Lenovo/联想 A330e 3G电信智能机 双卡双模双核 5寸屏 CDMA2000/GSM  2000毫安电池 双模智能机,诺和（Novo）,1,35,410,5.0-4.6英寸,安卓（Android）,
129628,华为Ascend G6 G6-C00 电信3G手机 4.5英寸,华为（HUAWEI）,0,1,899,4.5英寸,谷歌Android,
129682,金立(GiONEE)F301 移动4G智能手机64位四核手机红外遥控自拍神器,金立（ Gionee）,1,39,499,-,-,
129772,三星 E329I  电信3G手机CDMA2000/CDMA,三星（SAMSUNG）,0,0,299,3.5英寸以下,非智能操作系统,
129792,中兴（ZTE）U960 3G手机（锖色）TD-SCDMA/GSM 双网双待,中兴（ZTE ）,0,0,1828,3.6-4.0英寸,Android（安卓）,
129935,酷派 5200S 电信3G,酷派（Coolpad）,127,4684,206,4.0英寸,-,
129936,酷派(Coolpad) 7061 联通3G手机  双卡双待 WCDMA/GSM(白色 官方标配),欧欧（OO）,1,3822,392,5.0英寸,谷歌Android,
129962,联想 A805e 电信4G,联想（Lenovo）,33,814,648,5.0英寸及以上,Android（安卓）,
129971,三星Ace 4 电信3G手机,三星（SAMSUNG）,5,94,599,3.6-4.0英寸,Android（安卓）,
129972,天语 nibiru 金星一号J1 2G内存 16G存储容量 1300万像素,天语（K-Touch ）,22,427,1598,6.0英寸,谷歌Android,
130603,酷派手机8071(黑色),酷派（Coolpad）,2,1027,239,3.6-4.0英寸,Android（安卓）,
130617,中兴手机Q805T(白色),中兴（ZTE ）,1,2488,399,-,-,
130639,中兴(ZTE) N900 3G手机  CDMA(白色 官方标配),中兴（ZTE ）,2,32,449,-,-,
130688,三星  N9150 双4G,三星（SAMSUNG）,199,6100,5799,-,-,
130690,三星(SAMSUNG)智能电信4G  双卡双待   W2015手机,三星（SAMSUNG）,3,178,15888,3.6-4.0英寸,Android（安卓）,
130691,SAMSUNG三星 F339 电信3G 直板触屏 时尚QQ学生手机,三星（SAMSUNG）,0,6,348,-,-,
130692,Lenovo联想手机p70,诺和（Novo）,1,13,1226,5.0英寸,-,
130693,Lenovo联想 A790E 电信3G 安卓智能手机 触屏WIFI上网(黑色),诺和（Novo）,0,58,348,-,-,
130694,联想 A858t 移动4G,联想（Lenovo）,70,2147,599,5.0英寸,-,
130695,联想(Lenovo)A399  联通3G智能手机,诺和（Novo）,0,4,258,-,-,
130696,Lenovo 联想 A816 TD-LTE/WCDMA/GSM  5.5英寸大屏 800W高清摄像头 真皮质感设计,诺和（Novo）,0,5,486,-,谷歌Android,
